,thinktank,year,pub,num_cites,expenses,age,con_lib
456,Middle East Forum,2018,NYT,1,5.195431,28,1
457,Middle East Institute,2015,WSJ,2,4.086019,69,0
458,Middle East Institute,2017,NYT,1,5.814897,71,0
459,Middle East Institute,2017,WP,5,5.814897,71,0
460,Middle East Institute,2018,WP,2,5.473713,72,0
461,Migration Policy Institute,2014,NYT,3,5.954465,13,0
462,Migration Policy Institute,2014,WP,2,5.954465,13,0
463,Migration Policy Institute,2015,NYT,3,5.446196,14,0
464,Migration Policy Institute,2015,WSJ,1,5.446196,14,0
465,Migration Policy Institute,2016,NYT,5,5.587423,15,0
466,Migration Policy Institute,2017,NYT,8,6.001797,16,0
467,Migration Policy Institute,2017,WP,5,6.001797,16,0
468,Migration Policy Institute,2017,WSJ,1,6.001797,16,0
469,Migration Policy Institute,2018,NYT,5,6.061994,17,0
470,Migration Policy Institute,2018,WP,3,6.061994,17,0
471,Migration Policy Institute,2018,WSJ,1,6.061994,17,0
472,Milken Institute,2014,WP,6,34.314521,23,0
473,Milken Institute,2014,WSJ,2,34.314521,23,0
474,Milken Institute,2015,NYT,2,36.405927,24,0
475,Milken Institute,2015,WP,3,36.405927,24,0
476,Milken Institute,2015,WSJ,2,36.405927,24,0
477,Milken Institute,2016,NYT,2,42.559621,25,0
478,Milken Institute,2016,WP,2,42.559621,25,0
479,Milken Institute,2016,WSJ,1,42.559621,25,0
480,Milken Institute,2017,WP,7,45.611741,26,0
481,Milken Institute,2018,NYT,4,54.83616,27,0
482,Milken Institute,2018,WP,7,54.83616,27,0
483,Milken Institute,2018,WSJ,3,54.83616,27,0
484,National Association of Scholars,2015,WP,1,4.362669,28,1
485,National Association of Scholars,2015,WSJ,2,4.362669,28,1
486,National Association of Scholars,2016,WSJ,2,4.569121,29,1
487,National Association of Scholars,2017,NYT,1,4.548092,30,1
488,National Association of Scholars,2018,NYT,1,4.744707,31,1
489,National Bureau of Asian Research,2014,WP,2,5.505058,25,0
490,National Bureau of Asian Research,2015,NYT,1,4.834594,26,0
491,National Bureau of Asian Research,2017,NYT,2,6.618976,28,0
492,National Bureau of Asian Research,2017,WP,1,6.618976,28,0
493,National Bureau of Asian Research,2018,NYT,3,4.831958,29,0
494,National Bureau of Asian Research,2018,WP,1,4.831958,29,0
495,National Bureau of Economic Research,2014,NYT,9,35.749616,94,0
496,National Bureau of Economic Research,2014,WP,2,35.749616,94,0
497,National Bureau of Economic Research,2014,WSJ,3,35.749616,94,0
498,National Bureau of Economic Research,2015,NYT,8,32.979628,95,0
499,National Bureau of Economic Research,2015,WP,4,32.979628,95,0
500,National Bureau of Economic Research,2015,WSJ,3,32.979628,95,0
501,National Bureau of Economic Research,2016,NYT,6,33.988867,96,0
502,National Bureau of Economic Research,2016,WP,7,33.988867,96,0
503,National Bureau of Economic Research,2016,WSJ,4,33.988867,96,0
504,National Bureau of Economic Research,2017,NYT,2,39.456834,97,0
505,National Bureau of Economic Research,2017,WP,5,39.456834,97,0
506,National Bureau of Economic Research,2017,WSJ,6,39.456834,97,0
507,National Bureau of Economic Research,2018,NYT,4,40.635874,98,0
508,National Bureau of Economic Research,2018,WP,6,40.635874,98,0
509,National Bureau of Economic Research,2018,WSJ,5,40.635874,98,0
510,National Endowment for Democracy,2014,NYT,1,154.590867,31,0
511,National Endowment for Democracy,2015,NYT,3,154.384179,32,0
512,National Endowment for Democracy,2015,WP,4,154.384179,32,0
513,National Endowment for Democracy,2016,WP,1,181.421403,33,0
514,National Endowment for Democracy,2017,NYT,3,186.489661,34,0
515,National Endowment for Democracy,2017,WP,1,186.489661,34,0
516,National Endowment for Democracy,2018,WP,1,188.593811,35,0
517,National Policy Institute,2016,WP,1,0.297267,11,1
518,National Policy Institute,2017,NYT,1,0.180107,12,1
519,National Policy Institute,2017,WP,5,0.180107,12,1
520,National Policy Institute,2018,WP,1,0.037584,13,1
521,National Security Network,2017,WP,1,0.010405,11,0
522,New America,2014,NYT,6,21.53924,15,0
523,New America,2014,WP,5,21.53924,15,0
524,New America,2014,WSJ,15,21.53924,15,0
525,New America,2015,NYT,4,25.649786,16,0
526,New America,2015,WP,7,25.649786,16,0
527,New America,2015,WSJ,3,25.649786,16,0
528,New America,2016,NYT,9,37.245071,17,0
529,New America,2016,WP,6,37.245071,17,0
530,New America,2016,WSJ,7,37.245071,17,0
531,New America,2017,NYT,5,36.069449,18,0
532,New America,2017,WP,14,36.069449,18,0
533,New America,2017,WSJ,3,36.069449,18,0
534,New America,2018,NYT,8,38.460621,19,0
535,New America,2018,WP,12,38.460621,19,0
536,New America,2018,WSJ,4,38.460621,19,0
537,New Democrat Network,2014,WP,1,0.680623,18,0
538,New Democrat Network,2018,WP,1,0.303458,22,0
539,New Teacher Center,2014,WSJ,1,28.954837,16,0
540,Niskanen Center,2017,NYT,1,3.28109,2,0
541,Oklahoma Policy Institute,2018,WP,1,1.223595,10,0
542,Open Society Foundations,2015,NYT,1,186.759132,22,0
543,Open Society Foundations,2015,WP,1,186.759132,22,0
544,Open Society Foundations,2017,WP,1,219.313003,24,0
545,Open Society Foundations,2018,NYT,1,215.140011,25,0
546,Open Society Foundations,2018,WP,3,215.140011,25,0
547,Pacific Institute,2015,WP,1,7.720277,28,0
548,Peterson Institute for International Economics,2015,WSJ,1,12.738231,34,0
549,Peterson Institute for International Economics,2016,NYT,3,6.803041,35,0
550,Peterson Institute for International Economics,2016,WP,1,6.803041,35,0
551,Peterson Institute for International Economics,2016,WSJ,1,6.803041,35,0
552,Peterson Institute for International Economics,2017,NYT,2,14.090558,36,0
553,Peterson Institute for International Economics,2017,WP,1,14.090558,36,0
554,Peterson Institute for International Economics,2018,NYT,3,13.25314,37,0
555,Peterson Institute for International Economics,2018,WP,1,13.25314,37,0
556,Pew Research Center,2014,NYT,14,31.542447,10,0
557,Pew Research Center,2014,WP,19,31.542447,10,0
558,Pew Research Center,2014,WSJ,9,31.542447,10,0
559,Pew Research Center,2015,NYT,19,34.28021,11,0
560,Pew Research Center,2015,WP,18,34.28021,11,0
561,Pew Research Center,2015,WSJ,6,34.28021,11,0
562,Pew Research Center,2016,NYT,23,35.069976,12,0
563,Pew Research Center,2016,WP,7,35.069976,12,0
564,Pew Research Center,2016,WSJ,10,35.069976,12,0
565,Pew Research Center,2017,NYT,17,40.101398,13,0
566,Pew Research Center,2017,WP,17,40.101398,13,0
567,Pew Research Center,2017,WSJ,5,40.101398,13,0
568,Pew Research Center,2018,NYT,15,36.781397,14,0
569,Pew Research Center,2018,WP,15,36.781397,14,0
570,Pew Research Center,2018,WSJ,6,36.781397,14,0
571,Pioneer Institute,2015,NYT,1,1.822097,27,1
572,Pioneer Institute,2016,NYT,1,2.030653,28,1
573,Public Citizen,2014,WP,2,4.765079,22,0
574,Public Citizen,2015,NYT,2,5.934777,23,0
575,Public Citizen,2015,WP,3,5.934777,23,0
576,Public Citizen,2016,NYT,1,5.651797,24,0
577,Public Citizen,2016,WP,2,5.651797,24,0
578,Public Citizen,2017,NYT,1,6.242733,25,0
579,Public Citizen,2017,WP,4,6.242733,25,0
580,Public Citizen,2018,NYT,1,5.30497,26,0
581,Public Citizen,2018,WP,1,5.30497,26,0
582,Public Policy Institute of California,2015,WSJ,1,15.136305,21,0
583,Public Policy Institute of California,2016,WSJ,1,15.987965,22,0
584,Public Policy Institute of California,2018,WP,1,17.338863,24,0
585,Public Policy Institute of California,2018,WSJ,1,17.338863,24,0
586,R Street Institute,2014,WP,1,2.360531,2,1
587,RAND Corporation,2014,NYT,7,283.348223,66,0
588,RAND Corporation,2015,NYT,5,312.647357,67,0
589,RAND Corporation,2016,NYT,4,326.65772,68,0
590,RAND Corporation,2017,NYT,6,339.414517,69,0
591,RAND Corporation,2018,NYT,7,364.067682,70,0
592,RMI,2014,NYT,1,15.32155,32,0
593,RMI,2014,WSJ,2,15.32155,32,0
594,RMI,2015,WP,1,23.454695,33,0
595,RMI,2015,WSJ,1,23.454695,33,0
596,RMI,2016,WSJ,2,29.31292,34,0
597,RMI,2017,NYT,3,33.402821,35,0
598,RMI,2017,WSJ,1,33.402821,35,0
599,RMI,2018,NYT,2,39.847054,36,0
600,RMI,2018,WP,1,39.847054,36,0
601,RMI,2018,WSJ,1,39.847054,36,0
602,RTI International,2014,WSJ,1,770.092891,56,0
603,RTI International,2016,WSJ,2,870.593903,58,0
604,RTI International,2017,WSJ,1,971.083204,59,0
605,RTI International,2018,WP,1,967.105772,60,0
606,Reason Foundation,2014,WP,1,10.013738,46,1
607,Resources for the Future,2015,NYT,4,13.610452,63,0
608,Resources for the Future,2015,WP,1,13.610452,63,0
609,Resources for the Future,2015,WSJ,1,13.610452,63,0
610,Resources for the Future,2016,WSJ,1,14.458431,64,0
611,Resources for the Future,2018,WSJ,1,14.303137,66,0
612,Ripon Society,2016,NYT,1,2.958556,54,1
613,Rockefeller Institute of Government,2014,WP,1,4.351888,33,0
614,Rockefeller Institute of Government,2015,WSJ,3,4.362669,34,0
615,Rockefeller Institute of Government,2016,WP,1,4.569121,35,0
616,Rockefeller Institute of Government,2017,WSJ,1,4.548092,36,0
617,Rockefeller Institute of Government,2018,WP,1,4.744707,37,0
618,Roosevelt Institute,2015,NYT,1,6.446069,28,0
619,Roosevelt Institute,2018,NYT,1,6.753663,31,0
620,Roosevelt Institute,2018,WP,1,6.753663,31,0
621,Roosevelt Institute,2018,WSJ,1,6.753663,31,0
622,SRI International,2014,NYT,1,539.327698,68,0
623,SRI International,2015,NYT,1,510.842952,69,0
624,SRI International,2017,WP,1,404.525045,71,0
625,Santa Fe Institute,2014,NYT,1,12.156678,30,0
626,Santa Fe Institute,2016,NYT,1,10.417805,32,0
627,Santa Fe Institute,2017,WP,1,10.66803,33,0
628,Santa Fe Institute,2018,WP,1,11.950744,34,0
629,Scripps Research Institute,2014,WP,1,389.326389,90,0
630,Sikh Coalition,2017,WP,1,1.580818,16,0
631,Social Science Research Council,2015,NYT,1,18.045814,92,0
632,Social Science Research Council,2016,WSJ,1,18.779784,93,0
633,Social Science Research Council,2017,NYT,2,19.536988,94,0
634,Social Science Research Council,2017,WP,1,19.536988,94,0
635,Social Science Research Council,2018,NYT,1,21.158669,95,0
636,Strategic Studies Institute,2015,NYT,3,0.0,114,0
637,Strategic Studies Institute,2018,WSJ,1,0.0,117,0
638,Tax Foundation,2014,NYT,1,2.971778,77,0
639,Tax Foundation,2014,WP,1,2.971778,77,0
640,Tax Foundation,2014,WSJ,1,2.971778,77,0
641,Tax Foundation,2015,NYT,1,3.722271,78,0
642,Tax Foundation,2015,WSJ,1,3.722271,78,0
643,Tax Foundation,2016,NYT,2,4.178093,79,0
644,Tax Foundation,2016,WP,1,4.178093,79,0
645,Tax Foundation,2016,WSJ,1,4.178093,79,0
646,Tax Foundation,2017,NYT,1,4.548092,80,0
647,Tax Foundation,2017,WP,1,4.548092,80,0
648,Tax Foundation,2017,WSJ,2,4.548092,80,0
649,Tax Foundation,2018,WP,1,5.100639,81,0
650,Tax Foundation,2018,WSJ,3,5.100639,81,0
651,Texas Public Policy Foundation,2014,NYT,1,5.636703,27,1
652,Texas Public Policy Foundation,2018,NYT,1,12.359476,31,1
653,The Century Foundation,2014,NYT,1,4.370531,95,0
654,The Century Foundation,2015,NYT,1,4.769031,96,0
655,The Century Foundation,2017,NYT,1,5.408619,98,0
656,The Century Foundation,2018,WP,2,6.048208,99,0
657,The Conference Board,2016,WSJ,1,61.913872,100,0
658,The Heritage Foundation,2014,NYT,1,1.07354,41,1
659,The Heritage Foundation,2014,WSJ,1,1.07354,41,1
660,The Heritage Foundation,2016,WSJ,1,1.24865,43,1
661,The Stimson Center,2014,NYT,4,6.12841,25,0
662,The Stimson Center,2014,WP,1,6.12841,25,0
663,The Stimson Center,2014,WSJ,1,6.12841,25,0
664,The Stimson Center,2015,NYT,1,4.864173,26,0
665,The Stimson Center,2015,WP,3,4.864173,26,0
666,The Stimson Center,2016,NYT,4,5.082926,27,0
667,The Stimson Center,2017,NYT,6,5.878615,28,0
668,The Stimson Center,2017,WSJ,2,5.878615,28,0
669,The Stimson Center,2018,NYT,1,7.162503,29,0
670,The Stimson Center,2018,WP,2,7.162503,29,0
671,The Stimson Center,2018,WSJ,1,7.162503,29,0
672,Third Way,2014,NYT,1,5.912835,9,0
673,Third Way,2014,WP,1,5.912835,9,0
674,Third Way,2014,WSJ,1,5.912835,9,0
675,Third Way,2015,WP,1,7.712417,10,0
676,Third Way,2015,WSJ,3,7.712417,10,0
677,Third Way,2016,NYT,2,7.184416,11,0
678,Third Way,2016,WSJ,2,7.184416,11,0
679,Third Way,2017,NYT,1,8.379387,12,0
680,Third Way,2017,WP,1,8.379387,12,0
681,Third Way,2018,NYT,1,8.24593,13,0
682,Thomas B. Fordham Institute,2014,NYT,8,3.926171,7,0
683,Thomas B. Fordham Institute,2014,WP,4,3.926171,7,0
684,Thomas B. Fordham Institute,2014,WSJ,3,3.926171,7,0
685,Thomas B. Fordham Institute,2015,NYT,8,4.251883,8,0
686,Thomas B. Fordham Institute,2015,WP,4,4.251883,8,0
687,Thomas B. Fordham Institute,2016,NYT,2,4.555594,9,0
688,Thomas B. Fordham Institute,2016,WP,3,4.555594,9,0
689,Thomas B. Fordham Institute,2016,WSJ,1,4.555594,9,0
690,Thomas B. Fordham Institute,2017,NYT,6,4.344276,10,0
691,Thomas B. Fordham Institute,2017,WP,3,4.344276,10,0
692,Thomas B. Fordham Institute,2017,WSJ,1,4.344276,10,0
693,Thomas B. Fordham Institute,2018,NYT,2,3.641791,11,0
694,Thomas B. Fordham Institute,2018,WP,4,3.641791,11,0
695,Thomas B. Fordham Institute,2018,WSJ,3,3.641791,11,0
696,United States Institute of Peace,2015,NYT,2,2.713055,31,0
697,Urban Institute,2014,NYT,5,86.177167,46,0
698,Urban Institute,2014,WP,7,86.177167,46,0
699,Urban Institute,2015,NYT,5,87.855636,47,0
700,Urban Institute,2015,WP,7,87.855636,47,0
701,Urban Institute,2015,WSJ,3,87.855636,47,0
702,Urban Institute,2016,NYT,3,86.656466,48,0
703,Urban Institute,2016,WP,5,86.656466,48,0
704,Urban Institute,2016,WSJ,5,86.656466,48,0
705,Urban Institute,2017,NYT,5,93.208019,49,0
706,Urban Institute,2017,WP,10,93.208019,49,0
707,Urban Institute,2017,WSJ,2,93.208019,49,0
708,Urban Institute,2018,NYT,6,91.224579,50,0
709,Urban Institute,2018,WP,10,91.224579,50,0
710,Urban Institute,2018,WSJ,2,91.224579,50,0
711,Urban Land Institute,2015,WP,1,66.780791,79,0
712,Urban Land Institute,2015,WSJ,1,66.780791,79,0
713,Urban Land Institute,2016,WSJ,2,74.041282,80,0
714,Urban Land Institute,2017,NYT,2,67.638642,81,0
715,Urban Land Institute,2017,WP,1,67.638642,81,0
716,Washington Institute for Near East Policy,2015,NYT,1,11.232586,30,0
717,Washington Institute for Near East Policy,2016,NYT,1,13.033921,31,0
718,Washington Institute for Near East Policy,2016,WP,1,13.033921,31,0
719,Washington Institute for Near East Policy,2016,WSJ,1,13.033921,31,0
720,Washington Institute for Near East Policy,2017,NYT,1,13.994059,32,0
721,Washington Institute for Near East Policy,2017,WSJ,1,13.994059,32,0
722,Washington Institute for Near East Policy,2018,NYT,1,13.418193,33,0
723,Washington Policy Center,2015,WSJ,1,2.249164,18,0
724,WestEd,2015,WP,2,153.0,49,0
725,WestEd,2016,WP,1,160.0,50,0
726,WestEd,2017,WP,1,163.1,51,0
727,WestEd,2018,WP,1,163.1,52,0
728,Woodrow Wilson International Center for Scholars,2014,NYT,1,15.139424,46,0
729,Woodrow Wilson International Center for Scholars,2014,WP,3,15.139424,46,0
730,Woodrow Wilson International Center for Scholars,2014,WSJ,1,15.139424,46,0
731,Woodrow Wilson International Center for Scholars,2016,NYT,2,24.584255,48,0
732,Woodrow Wilson International Center for Scholars,2016,WSJ,3,24.584255,48,0
733,Woodrow Wilson International Center for Scholars,2017,NYT,3,23.108789,49,0
734,Woodrow Wilson International Center for Scholars,2018,NYT,1,24.542658,50,0
735,Woodrow Wilson International Center for Scholars,2018,WP,3,24.542658,50,0
736,World Affairs Council,2016,NYT,1,1.074612,69,0
737,World Resources Institute,2014,NYT,1,65.763955,32,0
738,World Resources Institute,2014,WSJ,1,65.763955,32,0
739,World Resources Institute,2015,NYT,1,77.539897,33,0
740,World Resources Institute,2015,WP,1,77.539897,33,0
741,World Resources Institute,2017,WSJ,2,94.564842,35,0
742,World Resources Institute,2018,NYT,1,104.038407,36,0
743,World Resources Institute,2018,WP,1,104.038407,36,0
