,thinktank,year,pub,num_cites,expenses,age,con_lib
455,Committee for a Responsible Federal Budget,2014,WSJ,2,2.646618,33,0
456,Committee for a Responsible Federal Budget,2015,NYT,5,3.385499,34,0
457,Committee for a Responsible Federal Budget,2015,WP,7,3.385499,34,0
458,Committee for a Responsible Federal Budget,2015,WSJ,7,3.385499,34,0
459,Committee for a Responsible Federal Budget,2016,NYT,12,3.227336,35,0
460,Committee for a Responsible Federal Budget,2016,WP,7,3.227336,35,0
461,Committee for a Responsible Federal Budget,2016,WSJ,12,3.227336,35,0
462,Committee for a Responsible Federal Budget,2017,NYT,28,3.038669,36,0
463,Committee for a Responsible Federal Budget,2017,WP,21,3.038669,36,0
464,Committee for a Responsible Federal Budget,2017,WSJ,14,3.038669,36,0
465,Committee for a Responsible Federal Budget,2018,NYT,12,3.287833,37,0
466,Committee for a Responsible Federal Budget,2018,WP,20,3.287833,37,0
467,Committee for a Responsible Federal Budget,2018,WSJ,3,3.287833,37,0
468,Competitive Enterprise Institute,2014,NYT,10,6.427052,30,1
469,Competitive Enterprise Institute,2014,WP,4,6.427052,30,1
470,Competitive Enterprise Institute,2014,WSJ,11,6.427052,30,1
471,Competitive Enterprise Institute,2015,NYT,11,7.35691,31,1
472,Competitive Enterprise Institute,2015,WP,9,7.35691,31,1
473,Competitive Enterprise Institute,2015,WSJ,15,7.35691,31,1
474,Competitive Enterprise Institute,2016,NYT,14,7.811133,32,1
475,Competitive Enterprise Institute,2016,WP,5,7.811133,32,1
476,Competitive Enterprise Institute,2016,WSJ,11,7.811133,32,1
477,Competitive Enterprise Institute,2017,NYT,18,8.354004,33,1
478,Competitive Enterprise Institute,2017,WP,8,8.354004,33,1
479,Competitive Enterprise Institute,2017,WSJ,10,8.354004,33,1
480,Competitive Enterprise Institute,2018,NYT,12,6.797063,34,1
481,Competitive Enterprise Institute,2018,WP,9,6.797063,34,1
482,Competitive Enterprise Institute,2018,WSJ,7,6.797063,34,1
483,Concord Coalition,2014,WP,1,1.247398,22,0
484,Concord Coalition,2015,WP,2,1.265388,23,0
485,Concord Coalition,2015,WSJ,1,1.265388,23,0
486,Concord Coalition,2016,WSJ,1,1.538793,24,0
487,Concord Coalition,2017,NYT,4,1.408416,25,0
488,Concord Coalition,2017,WP,1,1.408416,25,0
489,Concord Coalition,2018,NYT,1,1.312148,26,0
490,Constitution Project,2014,NYT,2,1.371005,17,0
491,Constitution Project,2014,WP,1,1.371005,17,0
492,Constitution Project,2014,WSJ,1,1.371005,17,0
493,Constitution Project,2017,NYT,1,0.0,20,0
494,Copenhagen Consensus Center,2015,NYT,1,1.947489,25,0
495,Council on Competitiveness,2017,NYT,1,4.339171,31,0
496,Council on Foreign Relations,2014,NYT,93,64.7229,93,0
497,Council on Foreign Relations,2014,WP,46,64.7229,93,0
498,Council on Foreign Relations,2014,WSJ,47,64.7229,93,0
499,Council on Foreign Relations,2015,NYT,78,64.757,94,0
500,Council on Foreign Relations,2015,WP,59,64.757,94,0
501,Council on Foreign Relations,2015,WSJ,40,64.757,94,0
502,Council on Foreign Relations,2016,NYT,82,69.9312,95,0
503,Council on Foreign Relations,2016,WP,41,69.9312,95,0
504,Council on Foreign Relations,2016,WSJ,21,69.9312,95,0
505,Council on Foreign Relations,2017,NYT,107,69.2628,96,0
506,Council on Foreign Relations,2017,WP,57,69.2628,96,0
507,Council on Foreign Relations,2017,WSJ,36,69.2628,96,0
508,Council on Foreign Relations,2018,NYT,101,73.6941,97,0
509,Council on Foreign Relations,2018,WP,65,73.6941,97,0
510,Council on Foreign Relations,2018,WSJ,45,73.6941,97,0
511,Council on Hemispheric Affairs,2016,NYT,1,0.08363,41,0
512,Demos,2014,NYT,7,8.127178,21,0
513,Demos,2014,WP,9,8.127178,21,0
514,Demos,2014,WSJ,62,8.127178,21,0
515,Demos,2015,NYT,5,8.687459,22,0
516,Demos,2015,WP,6,8.687459,22,0
517,Demos,2015,WSJ,58,8.687459,22,0
518,Demos,2016,NYT,15,8.7529,23,0
519,Demos,2016,WP,8,8.7529,23,0
520,Demos,2016,WSJ,44,8.7529,23,0
521,Demos,2017,NYT,13,10.273673,24,0
522,Demos,2017,WP,4,10.273673,24,0
523,Demos,2017,WSJ,31,10.273673,24,0
524,Demos,2018,NYT,14,11.76246,25,0
525,Demos,2018,WP,8,11.76246,25,0
526,Demos,2018,WSJ,30,11.76246,25,0
527,Discovery Institute,2014,WP,2,4.577829,24,1
528,Discovery Institute,2016,NYT,1,5.325118,26,1
529,Discovery Institute,2016,WP,1,5.325118,26,1
530,Discovery Institute,2017,NYT,2,5.886423,27,1
531,Discovery Institute,2017,WP,1,5.886423,27,1
532,Discovery Institute,2017,WSJ,2,5.886423,27,1
533,Discovery Institute,2018,WP,1,6.303202,28,1
534,Drum Major Institute,2017,NYT,1,0.304669,56,0
535,Earth Institute,2014,NYT,6,0.0,19,0
536,Earth Institute,2014,WSJ,1,0.0,19,0
537,Earth Institute,2015,NYT,5,0.0,20,0
538,Earth Institute,2015,WP,4,0.0,20,0
539,Earth Institute,2016,NYT,3,0.0,21,0
540,Earth Institute,2016,WP,1,0.0,21,0
541,Earth Institute,2017,NYT,4,0.0,22,0
542,Earth Institute,2017,WP,2,0.0,22,0
543,Earth Institute,2018,WP,1,0.0,23,0
544,EastWest Institute,2016,WSJ,2,7.626923,36,0
545,EastWest Institute,2017,NYT,1,8.643444,37,0
546,EastWest Institute,2017,WSJ,1,8.643444,37,0
547,EastWest Institute,2018,WSJ,1,5.772517,38,0
548,Economic Opportunity Institute,2017,WSJ,1,0.916942,19,0
549,Economic Policy Institute,2014,NYT,28,5.545761,28,0
550,Economic Policy Institute,2014,WP,28,5.545761,28,0
551,Economic Policy Institute,2014,WSJ,12,5.545761,28,0
552,Economic Policy Institute,2015,NYT,38,5.550991,29,0
553,Economic Policy Institute,2015,WP,41,5.550991,29,0
554,Economic Policy Institute,2015,WSJ,14,5.550991,29,0
555,Economic Policy Institute,2016,NYT,22,5.854099,30,0
556,Economic Policy Institute,2016,WP,41,5.854099,30,0
557,Economic Policy Institute,2016,WSJ,15,5.854099,30,0
558,Economic Policy Institute,2017,NYT,25,6.502386,31,0
559,Economic Policy Institute,2017,WP,56,6.502386,31,0
560,Economic Policy Institute,2017,WSJ,9,6.502386,31,0
561,Economic Policy Institute,2018,NYT,22,6.699574,32,0
562,Economic Policy Institute,2018,WP,49,6.699574,32,0
563,Economic Policy Institute,2018,WSJ,16,6.699574,32,0
564,Employment Policies Institute,2014,NYT,2,2.615979,18,0
565,Employment Policies Institute,2014,WP,2,2.615979,18,0
566,Employment Policies Institute,2014,WSJ,1,2.615979,18,0
567,Employment Policies Institute,2015,NYT,1,1.761341,19,0
568,Employment Policies Institute,2015,WP,1,1.761341,19,0
569,Employment Policies Institute,2015,WSJ,2,1.761341,19,0
570,Employment Policies Institute,2016,NYT,1,2.37922,20,0
571,Employment Policies Institute,2016,WSJ,1,2.37922,20,0
572,Employment Policies Institute,2017,NYT,1,2.17335,21,0
573,Employment Policies Institute,2017,WSJ,1,2.17335,21,0
574,Employment Policies Institute,2018,WSJ,1,2.19058,22,0
575,Eno Center for Transportation,2014,NYT,1,0.0,93,0
576,Eno Center for Transportation,2014,WP,1,0.0,93,0
577,Eno Center for Transportation,2014,WSJ,2,0.0,93,0
578,Eno Center for Transportation,2015,WP,9,0.0,94,0
579,Eno Center for Transportation,2016,NYT,3,1.687197,95,0
580,Eno Center for Transportation,2016,WP,3,1.687197,95,0
581,Eno Center for Transportation,2016,WSJ,1,1.687197,95,0
582,Eno Center for Transportation,2017,NYT,1,1.40773,96,0
583,Eno Center for Transportation,2017,WP,5,1.40773,96,0
584,Eno Center for Transportation,2017,WSJ,1,1.40773,96,0
585,Eno Center for Transportation,2018,NYT,2,1.482185,97,0
586,Eno Center for Transportation,2018,WP,7,1.482185,97,0
587,Federation for American Immigration Reform,2014,NYT,10,6.336441,35,0
588,Federation for American Immigration Reform,2014,WP,42,6.336441,35,0
589,Federation for American Immigration Reform,2014,WSJ,9,6.336441,35,0
590,Federation for American Immigration Reform,2015,NYT,2,6.361498,36,0
591,Federation for American Immigration Reform,2015,WP,38,6.361498,36,0
592,Federation for American Immigration Reform,2015,WSJ,7,6.361498,36,0
593,Federation for American Immigration Reform,2016,NYT,14,11.246727,37,0
594,Federation for American Immigration Reform,2016,WP,25,11.246727,37,0
595,Federation for American Immigration Reform,2016,WSJ,14,11.246727,37,0
596,Federation for American Immigration Reform,2017,NYT,31,8.57589,38,0
597,Federation for American Immigration Reform,2017,WP,60,8.57589,38,0
598,Federation for American Immigration Reform,2017,WSJ,10,8.57589,38,0
599,Federation for American Immigration Reform,2018,NYT,14,10.902278,39,0
600,Federation for American Immigration Reform,2018,WP,24,10.902278,39,0
601,Federation for American Immigration Reform,2018,WSJ,7,10.902278,39,0
602,Foreign Policy Initiative,2014,WP,1,1.626554,5,0
603,Foreign Policy Initiative,2014,WSJ,1,1.626554,5,0
604,Foreign Policy Initiative,2015,NYT,1,1.500399,6,0
605,Foreign Policy Initiative,2015,WP,1,1.500399,6,0
606,Foreign Policy Research Institute,2014,NYT,2,1.799955,59,0
607,Foreign Policy Research Institute,2014,WP,1,1.799955,59,0
608,Foreign Policy Research Institute,2016,WP,2,2.137815,61,0
609,Foreign Policy Research Institute,2016,WSJ,1,2.137815,61,0
610,Foreign Policy Research Institute,2017,NYT,4,2.449241,62,0
611,Foreign Policy Research Institute,2017,WP,8,2.449241,62,0
612,Foreign Policy Research Institute,2017,WSJ,1,2.449241,62,0
613,Foreign Policy Research Institute,2018,WP,9,2.479874,63,0
614,Foreign Policy Research Institute,2018,WSJ,6,2.479874,63,0
615,Foundation for Defense of Democracies,2014,NYT,13,8.33448,13,1
616,Foundation for Defense of Democracies,2014,WP,2,8.33448,13,1
617,Foundation for Defense of Democracies,2014,WSJ,13,8.33448,13,1
618,Foundation for Defense of Democracies,2015,NYT,8,10.411942,14,1
619,Foundation for Defense of Democracies,2015,WP,5,10.411942,14,1
620,Foundation for Defense of Democracies,2015,WSJ,8,10.411942,14,1
621,Foundation for Defense of Democracies,2016,NYT,16,11.705479,15,1
622,Foundation for Defense of Democracies,2016,WP,3,11.705479,15,1
623,Foundation for Defense of Democracies,2016,WSJ,8,11.705479,15,1
624,Foundation for Defense of Democracies,2017,NYT,24,13.388267,16,1
625,Foundation for Defense of Democracies,2017,WP,22,13.388267,16,1
626,Foundation for Defense of Democracies,2017,WSJ,13,13.388267,16,1
627,Foundation for Defense of Democracies,2018,NYT,23,14.978645,17,1
628,Foundation for Defense of Democracies,2018,WP,16,14.978645,17,1
629,Foundation for Defense of Democracies,2018,WSJ,18,14.978645,17,1
630,Foundation for Economic Education,2016,WSJ,1,3.762269,70,1
631,Foundation for Excellence in Education,2014,NYT,1,3.628623,7,0
632,Foundation for Excellence in Education,2014,WSJ,1,3.628623,7,0
633,Foundation for Excellence in Education,2015,NYT,1,3.620759,8,0
634,Foundation for Excellence in Education,2015,WP,2,3.620759,8,0
635,Foundation for Excellence in Education,2015,WSJ,1,3.620759,8,0
636,Foundation for Excellence in Education,2016,WP,1,3.731555,9,0
637,Foundation for Excellence in Education,2017,NYT,1,4.048323,10,0
638,Gatestone Institute,2014,WP,2,2.151867,6,1
639,Gatestone Institute,2015,WSJ,1,2.292789,7,1
640,Gatestone Institute,2017,WP,1,2.266909,9,1
641,Gatestone Institute,2018,NYT,1,2.283617,10,1
642,German Marshall Fund of the United States,2014,NYT,10,38.032448,42,0
643,German Marshall Fund of the United States,2014,WP,12,38.032448,42,0
644,German Marshall Fund of the United States,2014,WSJ,5,38.032448,42,0
645,German Marshall Fund of the United States,2015,NYT,18,31.830116,43,0
646,German Marshall Fund of the United States,2015,WP,3,31.830116,43,0
647,German Marshall Fund of the United States,2015,WSJ,6,31.830116,43,0
648,German Marshall Fund of the United States,2016,NYT,15,28.378109,44,0
649,German Marshall Fund of the United States,2016,WP,2,28.378109,44,0
650,German Marshall Fund of the United States,2016,WSJ,5,28.378109,44,0
651,German Marshall Fund of the United States,2017,NYT,23,26.863805,45,0
652,German Marshall Fund of the United States,2017,WP,13,26.863805,45,0
653,German Marshall Fund of the United States,2017,WSJ,3,26.863805,45,0
654,German Marshall Fund of the United States,2018,NYT,35,28.626412,46,0
655,German Marshall Fund of the United States,2018,WP,27,28.626412,46,0
656,German Marshall Fund of the United States,2018,WSJ,4,28.626412,46,0
657,Global Development and Environment Institute,2014,WP,1,0.0,21,0
658,Global Development and Environment Institute,2016,NYT,1,0.0,23,0
659,GlobalSecurity.org,2014,WP,1,0.0,14,0
660,GlobalSecurity.org,2014,WSJ,1,0.0,14,0
661,GlobalSecurity.org,2015,WP,3,0.0,15,0
662,GlobalSecurity.org,2016,NYT,1,0.0,16,0
663,GlobalSecurity.org,2017,NYT,2,0.0,17,0
664,Goldwater Institute,2014,WP,3,5.338305,26,1
665,Goldwater Institute,2014,WSJ,3,5.338305,26,1
666,Goldwater Institute,2015,NYT,2,5.616214,27,1
667,Goldwater Institute,2015,WP,3,5.616214,27,1
668,Goldwater Institute,2015,WSJ,4,5.616214,27,1
669,Goldwater Institute,2016,WP,1,5.504511,28,1
670,Goldwater Institute,2016,WSJ,1,5.504511,28,1
671,Goldwater Institute,2017,WP,3,6.186952,29,1
672,Goldwater Institute,2017,WSJ,5,6.186952,29,1
673,Goldwater Institute,2018,NYT,6,4.375504,30,1
674,Goldwater Institute,2018,WP,4,4.375504,30,1
675,Goldwater Institute,2018,WSJ,1,4.375504,30,1
676,Group of Thirty,2017,WSJ,1,0.646432,39,0
677,Guttmacher Institute,2014,NYT,12,17.443509,46,0
678,Guttmacher Institute,2014,WP,9,17.443509,46,0
679,Guttmacher Institute,2014,WSJ,3,17.443509,46,0
680,Guttmacher Institute,2015,NYT,10,19.285598,47,0
681,Guttmacher Institute,2015,WP,7,19.285598,47,0
682,Guttmacher Institute,2015,WSJ,7,19.285598,47,0
683,Guttmacher Institute,2016,NYT,21,22.885624,48,0
684,Guttmacher Institute,2016,WP,9,22.885624,48,0
685,Guttmacher Institute,2016,WSJ,6,22.885624,48,0
686,Guttmacher Institute,2017,NYT,12,24.621255,49,0
687,Guttmacher Institute,2017,WP,12,24.621255,49,0
688,Guttmacher Institute,2017,WSJ,2,24.621255,49,0
689,Guttmacher Institute,2018,NYT,7,28.752722,50,0
690,Guttmacher Institute,2018,WP,7,28.752722,50,0
691,Guttmacher Institute,2018,WSJ,3,28.752722,50,0
692,Hastings Center,2014,WP,2,3.222097,45,0
693,Hastings Center,2014,WSJ,2,3.222097,45,0
694,Hastings Center,2015,NYT,1,3.412332,46,0
695,Hastings Center,2015,WP,1,3.412332,46,0
696,Hastings Center,2016,WSJ,2,3.511435,47,0
697,Hastings Center,2017,WP,2,3.523975,48,0
698,Hoover Institution,2014,NYT,15,47.2,95,1
699,Hoover Institution,2014,WP,2,47.2,95,1
700,Hoover Institution,2014,WSJ,6,47.2,95,1
701,Hoover Institution,2015,NYT,10,59.9,96,1
702,Hoover Institution,2015,WP,17,59.9,96,1
703,Hoover Institution,2015,WSJ,1,59.9,96,1
704,Hoover Institution,2016,NYT,12,63.6,97,1
705,Hoover Institution,2016,WP,11,63.6,97,1
706,Hoover Institution,2016,WSJ,5,63.6,97,1
707,Hoover Institution,2017,NYT,21,66.9,98,1
708,Hoover Institution,2017,WP,16,66.9,98,1
709,Hoover Institution,2017,WSJ,5,66.9,98,1
710,Hoover Institution,2018,NYT,20,70.5,99,1
711,Hoover Institution,2018,WP,15,70.5,99,1
712,Hoover Institution,2018,WSJ,5,70.5,99,1
713,Hudson Institute,2014,NYT,2,11.309797,53,1
714,Hudson Institute,2014,WSJ,6,11.309797,53,1
715,Hudson Institute,2015,NYT,9,10.9834,54,1
716,Hudson Institute,2015,WP,3,10.9834,54,1
717,Hudson Institute,2015,WSJ,6,10.9834,54,1
718,Hudson Institute,2016,NYT,6,13.17963,55,1
719,Hudson Institute,2016,WP,6,13.17963,55,1
720,Hudson Institute,2016,WSJ,1,13.17963,55,1
721,Hudson Institute,2017,NYT,10,14.88237,56,1
722,Hudson Institute,2017,WP,8,14.88237,56,1
723,Hudson Institute,2017,WSJ,5,14.88237,56,1
724,Hudson Institute,2018,NYT,16,16.319597,57,1
725,Hudson Institute,2018,WP,26,16.319597,57,1
726,Hudson Institute,2018,WSJ,7,16.319597,57,1
727,Independence Institute,2015,NYT,1,2.621981,30,1
728,Independence Institute,2015,WP,1,2.621981,30,1
729,Independence Institute,2016,NYT,3,2.907995,31,1
730,Independence Institute,2017,NYT,2,2.782204,32,1
731,Independence Institute,2018,NYT,1,3.518479,33,1
732,Information Technology and Innovation Foundation,2014,NYT,3,3.198863,6,0
733,Information Technology and Innovation Foundation,2014,WP,1,3.198863,6,0
734,Information Technology and Innovation Foundation,2014,WSJ,1,3.198863,6,0
735,Information Technology and Innovation Foundation,2015,NYT,2,3.73711,7,0
736,Information Technology and Innovation Foundation,2015,WP,1,3.73711,7,0
737,Information Technology and Innovation Foundation,2015,WSJ,5,3.73711,7,0
738,Information Technology and Innovation Foundation,2016,NYT,8,3.337382,8,0
739,Information Technology and Innovation Foundation,2016,WP,1,3.337382,8,0
740,Information Technology and Innovation Foundation,2016,WSJ,4,3.337382,8,0
741,Information Technology and Innovation Foundation,2017,NYT,6,3.495345,9,0
742,Information Technology and Innovation Foundation,2017,WP,1,3.495345,9,0
743,Information Technology and Innovation Foundation,2017,WSJ,2,3.495345,9,0
744,Information Technology and Innovation Foundation,2018,NYT,6,3.895769,10,0
745,Information Technology and Innovation Foundation,2018,WP,9,3.895769,10,0
746,Information Technology and Innovation Foundation,2018,WSJ,4,3.895769,10,0
747,Institute for Defense Analyses,2014,WP,5,218.788547,58,0
748,Institute for Defense Analyses,2015,NYT,2,220.401537,59,0
749,Institute for Defense Analyses,2016,NYT,1,231.218848,60,0
750,Institute for Defense Analyses,2016,WP,3,231.218848,60,0
751,Institute for Defense Analyses,2017,NYT,1,232.757089,61,0
752,Institute for Defense Analyses,2017,WP,1,232.757089,61,0
753,Institute for Defense Analyses,2018,WP,2,245.871433,62,0
754,Institute for New Economic Thinking,2014,NYT,2,17.758011,5,0
755,Institute for New Economic Thinking,2015,NYT,3,16.070505,6,0
756,Institute for New Economic Thinking,2016,NYT,1,7.781121,7,0
757,Institute for New Economic Thinking,2017,NYT,1,13.727196,8,0
758,Institute for New Economic Thinking,2018,NYT,1,13.979763,9,0
759,Institute for New Economic Thinking,2018,WP,1,13.979763,9,0
760,Institute for Policy Studies,2014,NYT,9,3.487435,51,0
761,Institute for Policy Studies,2014,WP,5,3.487435,51,0
762,Institute for Policy Studies,2014,WSJ,3,3.487435,51,0
763,Institute for Policy Studies,2015,NYT,7,4.184183,52,0
764,Institute for Policy Studies,2015,WP,6,4.184183,52,0
765,Institute for Policy Studies,2015,WSJ,6,4.184183,52,0
766,Institute for Policy Studies,2016,NYT,11,3.889771,53,0
767,Institute for Policy Studies,2016,WP,8,3.889771,53,0
768,Institute for Policy Studies,2016,WSJ,5,3.889771,53,0
769,Institute for Policy Studies,2017,NYT,15,4.269603,54,0
770,Institute for Policy Studies,2017,WP,17,4.269603,54,0
771,Institute for Policy Studies,2017,WSJ,6,4.269603,54,0
772,Institute for Policy Studies,2018,NYT,15,4.417403,55,0
773,Institute for Policy Studies,2018,WP,15,4.417403,55,0
774,Institute for Policy Studies,2018,WSJ,7,4.417403,55,0
775,Institute for Science and International Security,2014,NYT,6,0.686206,21,0
776,Institute for Science and International Security,2014,WSJ,2,0.686206,21,0
777,Institute for Science and International Security,2015,NYT,7,0.686206,22,0
778,Institute for Science and International Security,2015,WP,8,0.686206,22,0
779,Institute for Science and International Security,2015,WSJ,3,0.686206,22,0
780,Institute for Science and International Security,2016,NYT,2,0.686206,23,0
781,Institute for Science and International Security,2016,WP,4,0.686206,23,0
782,Institute for Science and International Security,2016,WSJ,6,0.686206,23,0
783,Institute for Science and International Security,2017,NYT,6,0.697147,24,0
784,Institute for Science and International Security,2017,WP,4,0.697147,24,0
785,Institute for Science and International Security,2017,WSJ,1,0.697147,24,0
786,Institute for Science and International Security,2018,NYT,6,0.706399,25,0
787,Institute for Science and International Security,2018,WP,4,0.706399,25,0
788,Institute for Science and International Security,2018,WSJ,1,0.706399,25,0
789,Institute for Women's Policy Research,2014,NYT,6,1.944749,27,0
790,Institute for Women's Policy Research,2014,WP,4,1.944749,27,0
791,Institute for Women's Policy Research,2014,WSJ,1,1.944749,27,0
792,Institute for Women's Policy Research,2015,WP,13,2.769388,28,0
793,Institute for Women's Policy Research,2015,WSJ,1,2.769388,28,0
794,Institute for Women's Policy Research,2016,NYT,3,3.176103,29,0
795,Institute for Women's Policy Research,2016,WP,5,3.176103,29,0
796,Institute for Women's Policy Research,2016,WSJ,1,3.176103,29,0
797,Institute for Women's Policy Research,2017,NYT,4,2.912917,30,0
798,Institute for Women's Policy Research,2017,WP,7,2.912917,30,0
799,Institute for Women's Policy Research,2017,WSJ,1,2.912917,30,0
800,Institute for Women's Policy Research,2018,NYT,1,1.29985,31,0
801,Institute for Women's Policy Research,2018,WP,2,1.29985,31,0
802,Institute for Women's Policy Research,2018,WSJ,1,1.29985,31,0
803,Institute on Religion and Democracy,2014,WSJ,1,0.0,33,1
804,Institute on Religion and Democracy,2015,WP,1,0.0,34,1
805,Institute on Religion and Democracy,2017,NYT,1,0.0,36,1
806,Institute on Taxation and Economic Policy,2014,NYT,3,1.392085,34,0
807,Institute on Taxation and Economic Policy,2014,WP,1,1.392085,34,0
808,Institute on Taxation and Economic Policy,2014,WSJ,2,1.392085,34,0
809,Institute on Taxation and Economic Policy,2015,NYT,4,2.080073,35,0
810,Institute on Taxation and Economic Policy,2015,WP,3,2.080073,35,0
811,Institute on Taxation and Economic Policy,2015,WSJ,2,2.080073,35,0
812,Institute on Taxation and Economic Policy,2016,NYT,4,1.755581,36,0
813,Institute on Taxation and Economic Policy,2016,WSJ,1,1.755581,36,0
814,Institute on Taxation and Economic Policy,2017,NYT,16,1.804899,37,0
815,Institute on Taxation and Economic Policy,2017,WP,9,1.804899,37,0
816,Institute on Taxation and Economic Policy,2017,WSJ,2,1.804899,37,0
817,Institute on Taxation and Economic Policy,2018,NYT,11,2.130137,38,0
818,Institute on Taxation and Economic Policy,2018,WP,8,2.130137,38,0
819,Inter-American Dialogue,2014,NYT,8,2.788034,21,0
820,Inter-American Dialogue,2014,WP,2,2.788034,21,0
821,Inter-American Dialogue,2014,WSJ,10,2.788034,21,0
822,Inter-American Dialogue,2015,NYT,9,3.084683,22,0
823,Inter-American Dialogue,2015,WP,2,3.084683,22,0
824,Inter-American Dialogue,2015,WSJ,5,3.084683,22,0
825,Inter-American Dialogue,2016,NYT,9,3.349441,23,0
826,Inter-American Dialogue,2016,WP,6,3.349441,23,0
827,Inter-American Dialogue,2016,WSJ,6,3.349441,23,0
828,Inter-American Dialogue,2017,NYT,7,4.273907,24,0
829,Inter-American Dialogue,2017,WP,4,4.273907,24,0
830,Inter-American Dialogue,2017,WSJ,4,4.273907,24,0
831,Inter-American Dialogue,2018,NYT,7,4.314166,25,0
832,Inter-American Dialogue,2018,WP,5,4.314166,25,0
833,Inter-American Dialogue,2018,WSJ,5,4.314166,25,0
834,International Center for Research on Women,2016,WP,1,11.834613,40,0
835,International Crisis Group,2014,NYT,45,18.725396,19,0
836,International Crisis Group,2014,WP,12,18.725396,19,0
837,International Crisis Group,2014,WSJ,12,18.725396,19,0
838,International Crisis Group,2015,NYT,60,18.082772,20,0
839,International Crisis Group,2015,WP,17,18.082772,20,0
840,International Crisis Group,2015,WSJ,15,18.082772,20,0
841,International Crisis Group,2016,NYT,31,18.075452,21,0
842,International Crisis Group,2016,WP,15,18.075452,21,0
843,International Crisis Group,2016,WSJ,6,18.075452,21,0
844,International Crisis Group,2017,NYT,44,17.255434,22,0
845,International Crisis Group,2017,WP,39,17.255434,22,0
846,International Crisis Group,2017,WSJ,15,17.255434,22,0
847,International Crisis Group,2018,NYT,50,18.740915,23,0
848,International Crisis Group,2018,WP,40,18.740915,23,0
849,International Crisis Group,2018,WSJ,29,18.740915,23,0
850,International Food Policy Research Institute,2014,NYT,1,166.927294,39,0
851,International Food Policy Research Institute,2014,WSJ,1,166.927294,39,0
852,International Food Policy Research Institute,2015,WP,1,160.453821,40,0
853,International Food Policy Research Institute,2016,NYT,1,150.009842,41,0
854,International Food Policy Research Institute,2017,NYT,1,141.058775,42,0
855,International Food Policy Research Institute,2017,WP,2,141.058775,42,0
856,International Food Policy Research Institute,2018,NYT,1,144.568286,43,0
857,Israel Policy Forum,2014,NYT,1,0.70988,21,0
858,Israel Policy Forum,2015,NYT,1,0.838862,22,0
859,Israel Policy Forum,2016,WP,2,1.18958,23,0
860,Israel Policy Forum,2017,NYT,1,1.883625,24,0
861,Israel Policy Forum,2018,NYT,1,2.204596,25,0
862,J Street,2014,NYT,2,2.207771,7,0
863,J Street,2014,WP,2,2.207771,7,0
864,J Street,2015,NYT,18,2.944238,8,0
865,J Street,2015,WP,11,2.944238,8,0
866,J Street,2015,WSJ,3,2.944238,8,0
867,J Street,2016,NYT,10,3.338819,9,0
868,J Street,2016,WP,3,3.338819,9,0
869,J Street,2016,WSJ,2,3.338819,9,0
870,J Street,2017,NYT,6,2.481927,10,0
871,J Street,2017,WP,3,2.481927,10,0
872,J Street,2017,WSJ,1,2.481927,10,0
873,J Street,2018,NYT,5,2.763809,11,0
874,J Street,2018,WP,12,2.763809,11,0
875,James A. Baker III Institute for Public Policy,2014,NYT,2,0.0,21,0
876,James A. Baker III Institute for Public Policy,2014,WSJ,1,0.0,21,0
877,James A. Baker III Institute for Public Policy,2015,NYT,6,0.765136,22,0
878,James A. Baker III Institute for Public Policy,2015,WSJ,5,0.765136,22,0
879,James A. Baker III Institute for Public Policy,2016,NYT,4,0.757703,23,0
880,James A. Baker III Institute for Public Policy,2016,WP,2,0.757703,23,0
881,James A. Baker III Institute for Public Policy,2016,WSJ,2,0.757703,23,0
882,James A. Baker III Institute for Public Policy,2017,NYT,5,0.698026,24,0
883,James A. Baker III Institute for Public Policy,2017,WP,5,0.698026,24,0
884,James A. Baker III Institute for Public Policy,2017,WSJ,6,0.698026,24,0
885,James A. Baker III Institute for Public Policy,2018,NYT,11,0.745577,25,0
886,James A. Baker III Institute for Public Policy,2018,WP,2,0.745577,25,0
887,James A. Baker III Institute for Public Policy,2018,WSJ,2,0.745577,25,0
888,James Madison Institute,2016,NYT,2,2.051409,29,1
889,Jamestown Foundation,2014,NYT,3,1.095674,30,1
890,Jamestown Foundation,2014,WSJ,5,1.095674,30,1
891,Jamestown Foundation,2015,NYT,3,1.22773,31,1
892,Jamestown Foundation,2015,WP,3,1.22773,31,1
893,Jamestown Foundation,2015,WSJ,2,1.22773,31,1
894,Jamestown Foundation,2016,NYT,2,1.383854,32,1
895,Jamestown Foundation,2016,WSJ,3,1.383854,32,1
896,Jamestown Foundation,2017,WSJ,1,1.220814,33,1
897,Jamestown Foundation,2018,NYT,1,1.149704,34,1
898,Jamestown Foundation,2018,WP,5,1.149704,34,1
899,Jamestown Foundation,2018,WSJ,2,1.149704,34,1
900,Jewish Institute for National Security Affairs,2015,WSJ,1,3.944444,39,0
901,Joint Center for Political and Economic Studies,2014,WP,1,1.73435,44,0
902,Joint Center for Political and Economic Studies,2014,WSJ,1,1.73435,44,0
903,Joint Center for Political and Economic Studies,2015,WP,1,0.413083,45,0
904,Joint Center for Political and Economic Studies,2016,WP,1,1.000201,46,0
905,Joint Center for Political and Economic Studies,2017,NYT,3,1.277399,47,0
906,Joint Center for Political and Economic Studies,2017,WP,4,1.277399,47,0
907,Joint Center for Political and Economic Studies,2018,NYT,2,0.958534,48,0
